text_modified,group_label_id,fake_example
"(3)H-CGP 12177, a selective and potent [ENTITY_B] activator, induces apoptosis in head and neck squamous carcinoma cells through [ENTITY_B] activation.Head and neck squamous carcinomas (HNSCC) are highly aggressive tumors with limited treatment options available. In this study, we investigated the efficacy of the novel anti-tumor agent, [ENTITY_A], in HNSCC cell lines, and its mechanism of action. We found that treatment with low nanomolar concentrations",0,1
The use of a novel [ENTITY_A] receptor-expressing human embryonic stem cell line in the analysis of [ENTITY_B] -induced signaling in human embryonic kidney HEK293 cells.(E2) is a new anti-arrhythmic agent approved for the treatment of atrial fibrillation.(E1) is a new anti-convulsant approved for use in the treatment of restless legs syndrome and generalized seizures.(E3) is a novel anti-,0,1
"The effect of pulsatile [ENTITY_A] on the contractile responses of bovine tracheal smooth muscle to [ENTITY_B].Pulse-chase experiments in bovine tracheal smooth muscle were performed to examine the effect of pulsatile [ENTITY_B] on the contractile responses of bovine tracheal smooth muscle to [ENTITY_B]., 10(-6) M-10(-6) M, increased the frequency and the amplitude of the L-[(3)H]CGS pQ",0,1
"The effects of [ENTITY_A] on the development of new neurons and their differentiation into functional neurons within a rat calycesteran model of epilepsy: an in vitro study.potentiation of [ENTITY_B] activity in the prelimbic cortex of the rat, and the up-regulation of [ENTITY_B] expression.induction of [ENTITY_B] expression within the prelimbic cortex of the rat.potentiation of GABAergic transmission and the up-regulation of GABA(A) receptor subunit expression",0,1
"(E)-selectin and [ENTITY_B] in the supraoptic nucleus mediate [ENTITY_A] activation of [ENTITY_B].(E-selectin) and vasopressin (VP-6) are two peptides with a similar profile of neuropeptide Y (NPY) binding sites that are also thought to be activated by the same receptor, [ENTITY_B].activates [ENTITY_B] -mediated PLC activation.and VP-6 are both thought to be neuropeptides that",0,1
"Treatment of rat primary osteoblasts with [ENTITY_A] inductioned the expression of [ENTITY_B] and osteoprotegerin and decreased expression of osteoprotegerin-beta., a novel anti-osteoporotic agent, has been reported to decrease the amount of osteoprotegerin (OPG) in human osteoblasts and to increase the expression of osteoprotegerin (OPG-β) in human osteoblasts.can also decrease oste",0,1
"Proteomic analysis of [ENTITY_A] -induced hepatotoxicity identifies [ENTITY_A] (HSP72) as a novel player in hepatotoxicity., a dietary antioxidant found to increase reactive oxygen species (ROS) levels in mice; moreover, it induces apoptosis in HepG2 hepatocytes via [ENTITY_B] -dependent activation of [ENTITY_B] -signaling., a dietary antioxidant found to increase reactive oxygen species (ROS) in mice; moreover, it induces apoptosis in HepG2",0,1
The effect of chronic [ENTITY_A] on muscarinic receptor agonist- and histamine-induced bovine tracheal smooth muscle contractions: involvement of histamine-mediated activation of the [ENTITY_B].activation of bovine tracheal smooth muscle is mediated by activation of the histamine receptors (HR) and [ENTITY_B] activation of [ENTITY_B].activation of bovine tracheal smooth muscle is mediated by activation of the HR and histamineactivation of bov,0,1
"(E)-selectin is a new determinant of [ENTITY_A] -induced vascular permeability in rats., a vascular endothelial growth factor (VEGF) released from tumor cells, has a proliferative and vasodilator effect in different organs.activates [ENTITY_B] (Neo) in vascular endothelium, leading to vasodilation and enhancing permeability of blood-brain barrier (BBB)., another VEGF, is released by a wide range",0,1
"PKC-mediated [ENTITY_A] activation mediates [ENTITY_A] induction of [ENTITY_B] mRNA in breast cancer cells., an activator of [ENTITY_B] which is widely distributed in the human body, induces expression of several key breast cancer markers.activates the [ENTITY_B] protein kinase C (PKC) signaling pathway and promotes cell proliferation and differentiation in breast cancer cells.activates the p38 MAPK signaling pathway.activates the ERK1/2 pathway and promotes tumor",0,1
"(1-chloro-6H-pyridin-4-ium) inhibits [ENTITY_A] mediated activation of [ENTITY_B].activates in human keratinocytes by a mechanism that involves p42/44(mapk) activation, and p42/44(mapk) knockdown inhibited the phosphorylation of [ENTITY_B].activates in human keratinocytes by a mechanism that involves p42/44(mapk) activation, and p42/44(map",0,1
"Protein kinase D2-phosphatidylinositol 4-kinase IIIβ-dependent activation of [ENTITY_A] by [ENTITY_B] in endometrial cancer cells., a well-known phosphatidylethanolamine (PE)-rich phospholipid, is implicated in the development of human endometrial cancer.activates [ENTITY_B] through a phosphatidylinositol (PI) 4-kinase IIIβ (PI3) β-",0,1
"The effect of [ENTITY_A] on [ENTITY_B] -induced [ENTITY_B] phosphorylation on the Ca(2+) sensitivity of cyclic GMP signaling to FVII mRNA.(VII) is a well-known vasopressor that regulates the levels of phosphoenolpyruvate carboxykinase (PNPC) and [ENTITY_B] in the vascular wall.activates the [ENTITY_B] receptor, the central master transcription factor for PNPC and FVII mRNA transcription, by binding to",0,1
"The effect of [ENTITY_A] on [ENTITY_A] -induced right ventricular filling pressures in rabbits: a comparison with the effect of clenbuterol.AIMS: This study investigated the effects of two different beta2 agonists, [ENTITY_B] (N(omega)-(5-chloro-2-(chlorophenyl)piperazine) and clenbuterol, on the [ENTITY_B] -induced right ventricular filling pressures (RVFP) in rabbits.METHODS AND RESULTS: New Zealand",0,1
