text_modified,group_label_id,fake_example
[ENTITY_A] is a [ENTITY_B] secretagogue that also enhances tissue viability in different organs.,0,0
These data directly demonstrate that [ENTITY_A] is the major [ENTITY_B] uptake mechanism across the basolateral membrane of acinar cells and is critical for driving saliva secretion in vivo.,4,0
[ENTITY_A] expression was increased in all BPA males and BPA 0.5 females and reduced in [ENTITY_B] 200 females.,1,0
"It has been known for decades that lithium chloride (LiCl) leads to [ENTITY_A] accumulation on GPCR activation by inhibiting [ENTITY_B], the final enzyme of the IP3 metabolic cascade.",4,0
[ENTITY_A] inhibitors: [ENTITY_B] incorporating adamantyl moieties with strong anticonvulsant activity.,1,0
The porcine heart malate dehydrogenase (MDH) refolding assay revealed that compound 1l inhibited [ENTITY_A] chaperone activity (IC(50): 6.80 ± 0.25 μM) and this inhibition activity was higher than that of [ENTITY_B] (IC(50): 10.9 ± 0.63 μM).,1,0
"In the present study, we identified [ENTITY_A], a widely used HIV PI, as a potent [ENTITY_B]-selective agonist.",2,0
"Unexpectedly, both the [ENTITY_A]specific agonist, [ENTITY_B], and the group II mGluR (mGlu(2/3)) agonist, LY379268 (LY), induced a TTX-insensitive outward current/hyperpolarization.",2,0
"In conclusion, the renin inhibitor [ENTITY_A] dose-dependently decreases [ENTITY_B] levels in humans following oral administration.",1,0
"In alpha2B-receptor-expressing HEK293 cells, [ENTITY_A] rapidly increased phosphorylation of the [ENTITY_B] ERK1/2.",0,0
"The accumulation of the post-[ENTITY_A] products of 22:5n-3, 24:6n-3 and [ENTITY_B], in cell phospholipids was saturated at concentrations of >18 microM ALA.",4,0
"[ENTITY_A] (dFdC, 2',2'-difluorodeoxycytidine) is metabolized by cytidine deaminase (CDA) and deoxycytidine kinase ([ENTITY_B]), but the contribution of genetic variation in these enzymes to the variability in systemic exposure and response observed in cancer patients is unclear.",4,0
"[ENTITY_A] reduced the expression of pro-inflammatory mediates, such as [ENTITY_B] (MCP-1), tumor necrosis factor-α (TNF-α), inducible NO synthase (iNOS), and receptor for AGE (RAGE).",1,0
We sought to assess the effects of the [ENTITY_A] blocker [ENTITY_B] on HRV and BRG.,1,0
"[ENTITY_A] activation of [ENTITY_B]/MAPK occurred outside the nucleus with the B isoform of PR that was distributed between the cytoplasm and nucleus, but not with PR-A that was predominantly nuclear.",0,0
[ENTITY_A] was developed and identified as a member of a new class of heterotricyclic glutamate analogues that act as [ENTITY_B]-selective antagonists.,3,0
"In this study, focus was given to evaluate the ability of [ENTITY_A], an indole alkaloid isolated from marine-derived Microsporum sp., to attenuate microglial activation by oligomeric [ENTITY_B] (Aβ42).",1,0
"Interestingly, following pBQN desensitization, wild-type TRPA1 had dramatically reduced response to the nonelectrophile agonist [ENTITY_A], whereas the triple cysteine mutant [ENTITY_B] retained its full response.",2,0
"We also observed that [ENTITY_A] efficiently suppressed the phosphorylation of [ENTITY_B], S6K1 and mTORC1 in adipose tissue.",1,0
"Therefore, decreases of [ENTITY_A] and PNPO in the hippocampal CA1 region of aged brains may be involved in aging processes related with [ENTITY_B] (GABA) function.",1,0
"Treatment of A549 and H1299 cells with [ENTITY_A] caused a dose-dependent increase in ERK1/2 and [ENTITY_B] activity, accompanied with a decreased PI3K expression and decreased phosphorylation of Akt and mTOR.",0,0
"Inhibition of p95ErbB2, p185ErbB2, and EGFR phosphorylation by [ENTITY_A] resulted in the inhibition of downstream phospho-[ENTITY_B], phospho-AKT, and cyclin D steady-state protein levels.",1,0
"This study was designed to determine the gastroprotective properties of [ENTITY_A] (CNT), a novel prokinetic benzamide derivative agonist of 5-HT4 and 5-HT1 receptors and [ENTITY_B] antagonist, on mucosal injury produced by 50% (v/v) ethanol.",3,0
[ENTITY_A] usually catalyzes the conversion of [ENTITY_B] to o-diphenols and oxidation of diphenols to the corresponding quinones.,4,0
"MATERIALS AND METHODS: Seeking to improve efficacy against otherwise intractable end-stage pancreatic islet tumors, two [ENTITY_A] inhibitors, [ENTITY_B] and SU11248, were used to disrupt PDGFR-mediated pericyte support of tumor endothelial cells in concert with maximum-tolerated dose (MTD) or metronomic chemotherapy and/or VEGFR inhibition.",1,0
"To determine whether arginases modulate the endothelial NO synthesis, we investigated the effects of the competitive [ENTITY_A] inhibitor [ENTITY_B] (Nor-NOHA) on the activity of NOS, arginases, and L-arginine transporter and on NO release at surface of human umbilical vein endothelial cells (HUVECs).",1,0
"Abstract 1. We investigated the effects of the dose of and the number of times an inducer was administered and the duration of induction of hepatic and intestinal cytochrome P450 3A (CYP3A) in rats using [ENTITY_A] (DEX-P) and midazolam (MDZ) as an inducer and a substrate to [ENTITY_B], respectively.",4,0
"Several members of a new family of non-sugar-type [ENTITY_A] inhibitors, bearing a [ENTITY_B] moiety and various substituent at the N2 position, were synthesized and their activities were investigated.",1,0
Here we show that [ENTITY_A] rapidly increases the levels of both [ENTITY_B] and ATF4 as well as Nrf2- and ATF4-dependent gene transcription via distinct mechanisms.,0,0
The reciprocal inhibition of [ENTITY_A] and ABCA1 by BLT-4 and [ENTITY_B] raises the possibility that these proteins may share similar or common steps in their mechanisms of lipid transport.,1,0
"[ENTITY_A] antagonists, [ENTITY_B] and homochlorcyclizine, increase the steady-state plasma concentrations of haloperidol and reduced haloperidol.",3,0
"However, the involvement of the caspase-dependent pathway in the process of cell death induced by either BSC 3g or 3n is discarded since cell death could not be prevented by pretreatment with the pan[ENTITY_A] inhibitor [ENTITY_B].",1,0
"Collectively, these initial findings suggest that design and systematic modification of [ENTITY_A] such as 3 may lead to development of novel cannabinoid ligands with dual [ENTITY_B] antagonist/CB2R agonist activity with potential for use as treatments of alcohol abuse.",3,0
[ENTITY_A] depletes cancer stem-like cells and inhibits repopulation of neurosphere derived from glioblastoma by downregulation of [ENTITY_B] pathway.,1,0
"In contrast, the selective [ENTITY_A] antagonists ICI-118,551 and [ENTITY_B] inhibited isoproterenol-mediated enhancement with apparent low affinities (K(b) of 222 +/- 61 and 9268 +/- 512 nM, respectively).",3,0
[ENTITY_A] (BAY 43-9006) is a small-molecule inhibitor that has been shown to target members of multiple classes of [ENTITY_B] that are known to be involved in tumor cell proliferation and tumor angiogenesis.,1,0
"Design, Synthesis, Biological Evaluation, and Docking Studies of (S)-Phenylalanine Derivatives with a [ENTITY_A] Moiety as Potent [ENTITY_B] Inhibitors.",1,0
"The mRNA level for [ENTITY_A] (Nes, biomarker for stem Leydig cells) was significantly increased in the control testis on day 4 post-[ENTITY_B], but not in the DEHP treated testes, suggesting that these nestin positive stem cells were differentiated into progenitor Leydig cells in the DEHP-treated testes.",0,0
[ENTITY_A]-induced [ENTITY_B] activation resulted in the phosphorylation of expressed Hic-5 and promoted its association with the human androgen receptor.,0,0
"[ENTITY_A] (IMQ), an activator of [ENTITY_B] (TLR-7), induces by several routes a profound anti-viral and anti-tumor effect in vivo.",0,0
The positive correlation between [ENTITY_A] and [ENTITY_B] concentrations might be the result of the vitamin A inductive effect during immunoglobulins A synthesis.,0,0
"These results suggested that Captopril can protect the vascular endothelium against the damages induced by [ENTITY_A] in rats, and the beneficial effects of Captopril may be related to attenuating the decrease in [ENTITY_B] activity and NO levels.",1,0
Recommended management may include use of [ENTITY_A] inhibitors (e.g. [ENTITY_B]) and wound care on a case-by-case basis.,1,0
The structure-activity relationship of a series of [ENTITY_A] [ENTITY_B] inhibitors is described.,1,0
In vivo [ENTITY_A] antagonizes the contraction of the gall bladder of the guinea pig and of the dog provoked by i.v. [ENTITY_B] or ceruletide (caerulein).,3,0
Neurochemical effects of the [ENTITY_A] inhibitor [ENTITY_B] on brain GABA and alanine: A comparison with vigabatrin.,1,0
"Similarly, [ENTITY_A] (3 mM) reduced [ENTITY_B] Cl- current by 50+/-8% with an apparent reduction in single channel amplitude from 1.08+/-0.03 pA to 0.48+/-0.06 pA (n = 4).",1,0
"[ENTITY_A] catalyse the last step in [ENTITY_B] biosynthesis, the formation of L-carnitine from gamma-butyrobetaine, a reaction dependent on Fe2+, alpha-ketoglutarate, ascorbate and oxygen.",4,0
"Concentration-dependent inhibitory effects of baicalin on the metabolism of [ENTITY_A], a dual probe of [ENTITY_B] and CYP3A, in rats.",4,0
[ENTITY_A] inhibited [ENTITY_B] activity stimulated by this specific heptapeptide but did not block ATP binding or induce BiP expression.,1,0
[ENTITY_A] catalyzes an unusual oxidative decarboxylation of [ENTITY_B].,4,0
[ENTITY_A] inhibits [ENTITY_B] and selected peptidase activities of the catalytic core proteasome at low micromolar concentrations.,1,0
"Aqueous [ENTITY_A] (80%) extract of lentil hulls exhibited high antioxidant and anti-inflammatory activities preferentially inhibiting [ENTITY_B] (IC(50), 55 μg/ml), with moderate COX-1 (IC(50), 66 μg/ml) and COX-2 (IC(50), 119 μg/ml) inhibitory effects on the COX pathway, whereas faba bean hull extracts exerted relatively mild LOX inhibitory activity.",1,0
Inhibition of MCF-7 cell growth by the selective calmodulin antagonists W-13 and W-12 is consistent with a role for [ENTITY_A] antagonism in the broad growth-inhibitory properties of [ENTITY_B].,1,0
"In vitro studies with blood-derived T cells, however, show inhibition of all three [ENTITY_A] by [ENTITY_B].",1,0
"[ENTITY_A] exposure (20 mg/kg) increased p38(MAPK) and Akt phosphorylation, but decreased [ENTITY_B]-Thr-34 phosphorylation.",1,0
Gonadotropin-releasing hormone functionally antagonizes [ENTITY_A] activation of the [ENTITY_B] in prostate cells through focal adhesion complexes involving Hic-5.,0,0
"However, downregulation of the antioxidant response element (ARE)-driven Nrf2 target genes such as NQO1, HO-1 and glutathione S-transferase (GST) did not reverse the inhibitory effect of [ENTITY_A] on [ENTITY_B]-induced upregulation of profibrotic genes or extracellular matrix proteins, suggesting an ARE-independent anti-fibrotic activity of DMF.",1,0
"The aim of this study was to determine if macaque represents a suitable species for the pre-clinical evaluation of novel [ENTITY_A] antagonists, such as [ENTITY_B] (UK-427,857).",3,0
[ENTITY_A] prevents alcoholic liver injury in rats through suppression of Kupffer cell sensitization and [ENTITY_B] production.,1,0
"We examined the N-demethylation of individual [ENTITY_A] enantiomers using human liver microsomes (HLMs) genotyped for the [ENTITY_B] allele, insect cell expressed recombinant CYP2B6 and CYP3A4 enzymes and COS-1 cell expressed recombinant CYP2B6.1 and CYP2B6.6 protein variant.",4,0
"In contrast, the mutants T844A, F972A and Q975A showed increased K(i) for [ENTITY_A] but no difference for milrinone from the recombinant [ENTITY_B].",1,0
"The carboxylation of glutamic acid residues to [ENTITY_A] (Gla) by the [ENTITY_B] (gamma-carboxylase) is an essential posttranslational modification required for the biological activity of a number of proteins, including proteins involved in blood coagulation and its regulation.",4,0
[ENTITY_A] metabolites simultaneously (a) increase cellular cyclic GMP and subsequently activate [ENTITY_B] (PKG); (b) activate c-jun NH2-terminal kinase (JNK); (c) inhibit extracellular signal-regulated kinase 1/2 (ERK1/2); and (d) decrease beta-catenin protein expression at times and doses consistent with apoptosis.,0,0
Coadministration of reboxetine and the [ENTITY_A] blocker [ENTITY_B] also increased spontaneous locomotor activity.,1,0
[ENTITY_A] was previously identified in mammalian brain and was shown to be a co-agonist at the 'glycine' site of the [ENTITY_B].,2,0
"In addition to affecting [ENTITY_A] function, MDMA rapidly decreased vesicular [ENTITY_B] transport as assessed in striatal vesicles prepared from treated rats.",4,0
"Additionally, the expression of hepatic fibrosis-related factors such as [ENTITY_A] and transforming growth factor-β1 (TGF-β1), were reduced in rats treated with [ENTITY_B].",1,0
"Felodipine and nicardipine have similar affinities for 60-kDa [ENTITY_A] isozymes but bring about different levels of enzyme inhibition, suggesting the possibility of designing specific drugs that can protect the enzyme from inhibition by [ENTITY_B] Ca2+-channel blockers.",1,0
Phorbol esters and [ENTITY_A] destabilize [ENTITY_B] mRNA in vascular smooth muscle cells.,1,0
"In most instances, C6-substituted [ENTITY_A] exhibit [ENTITY_B] specific inhibition.",1,0
"[ENTITY_A] and high ceiling diuretics were recently shown to inhibit all mammalian isoforms of carbonic anhydrase ([ENTITY_B], EC 4.2.1.1) with a very different profile as compared to classical inhibitors, such as acetazolamide, methazolamide, and ethoxzolamide.",1,0
The studies with dThyd rescue from [ENTITY_A]-cdk2 protein overexpression and growth inhibition by [ENTITY_B] indicate that increased cyclin E-cdk2 protein expression is associated with effective inhibition of thymidylate synthase and resultant dNTP pool imbalance.,0,0
"In TPC1, BCPAP, FRO, WRO cell lines [ENTITY_A] induced a strong increase in [ENTITY_B] mRNA levels.",0,0
"[ENTITY_A] are colocalized with carboxylesterases and have the potential to further metabolize carboxylic acids to [ENTITY_B], but it is currently unknown if acyl glucuronides, being esters, also interact with carboxylesterases.",4,0
"(3)H-CGP 12177A saturation binding, in the presence of [ENTITY_A], increased approximately 5-fold following overexpression of [ENTITY_B].",0,0
"On study day 10, the acute effects of [ENTITY_A] were similar to those on day 1 (i.e., [ENTITY_B] was further increased, aldosterone was suppressed, and right and left ventricular filling pressures were decreased).",0,0
[ENTITY_A] (Lamisil) has primarily fungicidal action against many fungi as a result of its specific mechanism of [ENTITY_B] inhibition.,1,0
"However, AII receptor blockers differ from ACE inhibitors with respect to side effects, and induce less cough, a side effect which may be related to bradykinin or other mediators such as substance P. Within the class of [ENTITY_A] blockers, [ENTITY_B] differs from other currently available agents in terms of chemical structure, as it is a non-biphenyl, non-tetrazole, non-peptide antagonist with a dual pharmacological mode of action.",1,0
"Furthermore, a decreased CD11c(+) macrophage infiltration in colons and inactivation of [ENTITY_A] in peritoneal macrophages were detected in [ENTITY_B]-2-treated mice.",1,0
Moderate inhibitory effect of [ENTITY_A]-C oxidation by [ENTITY_B] was observed.,1,0
"However, both compounds have similar molecular mechanisms of neuroprotection in neuronal cell cultures and animal neurodegenerative models, indicating that the neuroprotective effect of rasagiline does not depend on inhibition of MAO-B, but rather is associated with the [ENTITY_A] moiety, which promotes mitochondrial viability and stabilizes permeability transition by regulating [ENTITY_B] family proteins.",0,0
Transmembrane isoforms of [ENTITY_A] (AC) integrate a wide variety of extracellular signals from neurotransmitters to morphogens and can also regulate [ENTITY_B] production in response to calcium entry.,4,0
"Furthermore, inhibition of [ENTITY_A] with [ENTITY_B] (ZNPP) significantly reversed the protective effect of Paeoniflorin against radiation-induced damage in EA.hy926 cells.",1,0
"In H2O2-treated cells, [ENTITY_A] also suppressed [ENTITY_B] release to cytosol that is necessary for maintaining mitochondrial homeostasis in survived cells.",1,0
[ENTITY_A]-stimulated (100mM) [ENTITY_B] upregulation was suppressed by quercetin but further enhanced by HO-1 inhibition with resultant heme accumulation.,0,0
"In addition, another drug that is both a substrate of uptake1 and a [ENTITY_A] inhibitor, [ENTITY_B], was investigated in the study.",1,0
"To explore the molecular basis for CPT hypersensitivity in Top2β-deficient cells, we found that upon [ENTITY_A] exposure, the [ENTITY_B] (RNAP LS) became progressively depleted, followed by recovery to nearly the original level in wild-type MEFs, whereas RNAP LS remained depleted without recovery in Top2β-deficient cells.",1,0
"[ENTITY_A] uptake in PC12 cells, which express the [ENTITY_B] endogenously, was 20- to 28-fold lower than in transduced cells.",4,0
[ENTITY_A] increased phosphorylation of tuberous sclerosis complex 2 (TSC2) on AMPK consensus sites but did not change the amount of TSC1 bound to [ENTITY_B].,0,0
"[ENTITY_A], a specific inhibitor of [ENTITY_B], reduces the activity of CA I and CA II from red cells.",1,0
"INTERVENTIONS: In the 8-week run-in period, all participants received the [ENTITY_A] inhibitor [ENTITY_B] (5 mg), the ARB telmisartan (80 mg), and the diuretic hydrochlorothiazide (12.5 mg) as double RAAS blockade to achieve the target blood pressure of less than 130/80 mm Hg.",1,0
OBJECTIVES: The aim of this study was to determine whether cocaine's sympathomimetic actions can be reversed by a potent centrally acting [ENTITY_A] (AR) agonist ([ENTITY_B]).,2,0
"The mitochondrial [ENTITY_A] is primarily expressed in heart and skeletal muscle, where it is involved in the regulation of [ENTITY_B] oxidation.",4,0
"[ENTITY_A], a Toll-like receptor-7 agonist, induces [ENTITY_B] in cytotoxic T lymphocytes in vitro.",0,0
"Effect of [ENTITY_A] (TAK-375), a selective [ENTITY_B] agonist, on motor performance in mice.",2,0
"Finally, we found that [ENTITY_A] worsened experimental autoimmune encephalomyelitis (EAE), which is primarily mediated by Th17 cells, enhancing the frequency of [ENTITY_B]-producing cells in draining lymph nodes.",0,0
Our optimized [ENTITY_A] production assay to measure [ENTITY_B] activity correlated closely with the direct measure of the rate of asymmetric dimethylarginine consumption.,4,0
The ability of [ENTITY_A] to inhibit angiogenesis and metastasis was dependent on activation of its heterodimerisation partner [ENTITY_B].,0,0
Addition of [ENTITY_A] restored the induction of apoptosis as indicated by an increase in the number of detached cells and [ENTITY_B] activity.,0,0
"[ENTITY_A] inhibition by [ENTITY_B] or vanadate was diminished by the metal chelating agent EDTA, or by the reducing agent dithiothreitol, suggesting that a metal ion and the oxidation of a cysteine residue are required for full inhibition.",1,0
"[ENTITY_A] is a reversible, competitive [ENTITY_B] (AChE) inhibitor and allosteric potentiating ligand of nicotinic acetylcholine receptors (nAChR-APL) that shares many common structural elements with morphinan-based opioids.",1,0
"Acute intoxication with [ENTITY_A] was also followed by significantly decreased activity of the antioxidant defence system (superoxide dismutase (SOD), catalase (CAT), glutathione peroxidase (GSH-Px), glutathione reductase (GR), glutathione (GSH), and glutathione-S-transferase ([ENTITY_B])).",1,0
"[ENTITY_A] (FTY720), a novel drug approved for the treatment of relapsing-remitting multiple sclerosis, activates different [ENTITY_B] (S1PR) subtypes.",0,0
"[ENTITY_A] (NS-398), a selective [ENTITY_B] inhibitor, also inhibited cell proliferation, whereas it did not cause apoptosis.",1,0
These results indicate that [ENTITY_A] treatment induces [ENTITY_B] to elicit a male-specific and growth-suppressing signal.,0,0
"Clinical studies in cancer patients treated with the new [ENTITY_A] analogue capecitabine (N4-pentoxycarbonyl-5'-5-fluorocytidine) have shown that plasma 2'-deoxyuridine was significantly elevated after 1 week of treatment, consistent with inhibition of [ENTITY_B] (TS).",1,0
"Here, we compared the effects of a dimeric [ENTITY_A] inhibitor, [ENTITY_B], and the NMDAR antagonist, MK-801, on mechanical hypersensitivity in the complete Freund's adjuvant (CFA) model of inflammatory pain.",1,0
"The scientific basis of this treatment of ED includes relaxation of the corpus cavernosum smooth muscle tissue by inhibition of [ENTITY_A] that breaks down [ENTITY_B], the key pathway for the production of erectile function in humans.",4,0
"In contrast, the [ENTITY_A] catabolising enzymes [ENTITY_B] and Cyp26B1 which are known to be RA-responsive were not expressed at all in the developing eye.",4,0
"In conclusion, of the seven NSAIDs investigated, [ENTITY_A] was the most potent inhibitor of recombinant [ENTITY_B] via 4-MUG in a competitive manner.",1,0
Overexpression of [ENTITY_A] induces [ENTITY_B]-dependent and mitochondria-mediated apoptosis.,4,0
These results suggest that fluoxetine inhibited the activity of [ENTITY_A] by a mechanism different from that of [ENTITY_B] and did not directly interact with the active site of VMAT2.,1,0
Analysis of tumour-conditioned medium indicated that [ENTITY_A] decreased the secretion of angiogenic factors and matrix metalloproteinases and increased the tissue inhibitor of [ENTITY_B].,0,0
"Advances in antihypertensive combination therapy: benefits of low-dose thiazide diuretics in conjunction with [ENTITY_A], a [ENTITY_B] inhibitor.",1,0
"In this paper a series of new [ENTITY_A] derivatives has been designed, synthesized and evaluated as the [ENTITY_B] inhibitors.",1,0
"By contrast, 11beta-HSD2 plays a pivotal role in aldosterone target tissues where it catalyses the opposite reaction (i.e. inactivation of cortisol to cortisone) to prevent activation of the [ENTITY_A] (MR) by [ENTITY_B].",0,0
"Our data showed that chronic [ENTITY_A] over-activated [ENTITY_B] but suppressed HO-1 with concurrent hepatic oxidative damage, which was partially normalized by quercetin (100mg/kg.bw.).",0,0
"[ENTITY_A], an inhibitor of [ENTITY_B] (DAT and NET, respectively), is a standard treatment for ADHD.",1,0
"Furthermore, [ENTITY_A] caused mechanism-based inactivation of [ENTITY_B]-dependent TRZ 1'-hydroxylation in mouse, rat and human intestinal microsomes with similar potencies.",1,0
"Previously, we have found that [ENTITY_A], a nicotinamide derivative, inhibits vascular endothelial growth factor ([ENTITY_B])-mediated angiogenesis signaling in human endothelial cells.",1,0
"[ENTITY_A]-induced inhibition of [ENTITY_B] mRNA expression was noted in various cells, irrespective of their CysLTR1 mRNA expression status.",1,0
"Of the rat CYP isoforms studied, [ENTITY_A] isoforms were the most efficient in catalyzing the O-demethylation of 5-methoxytryptamine to [ENTITY_B], but they were less effective than the human isoform CYP2D6.",4,0
"Preincubation with 1 microM of the [ENTITY_A] (PKC) activator phorbol 12-myristate 13-acetate ([ENTITY_B]) caused a small but significant decrease in isoprenaline-induced E(max), indicating activated PKC-mediated heterologous beta(2)-adrenoceptor desensitization.",0,0
[ENTITY_A] is an uncompetitive (channel blocking) [ENTITY_B] antagonist.,3,0
"[ENTITY_A] (RAD001, Afinitor((R)) Novartis) is the first oral inhibitor of [ENTITY_B] (mammalian target of rapamycin) to reach the oncology clinic.",1,0
"However, [ENTITY_A], which is transported by the plasma membrane [ENTITY_B] at a rate equivalent to PS, is incapable of activating Atp8a1 activity.",4,0
These data suggested that ambenonium had a dual effect on tissue responses to [ENTITY_A]-producing potentiation by blockade of [ENTITY_B] and concomitant antagonism by blockade of muscarinic receptors.,2,0
"There was also an increase in [ENTITY_A], Trio, Rho-A, Rac-3, EGFR, Notch-4, Dvl-2, Ezrin, beta catenin and mutant p53 protein expression in the [ENTITY_B]-treated cells.",0,0
"In summary, activation of [ENTITY_A] and oxidative stress were observed after [ENTITY_B]/TNF cotreatment, and caspase inhibitors and a lipid-soluble free-radical scavenger attenuated AMD/TNF-induced cytotoxicity.",0,0
"[ENTITY_A] (PB), a typical [ENTITY_B] activator, increased the gene expression of HIF-target genes in the livers of mice, including erythropoietin, heme oxygenase-1 and vascular endothelial growth factor-a.",0,0
"Thirty-week administration of [ENTITY_A] with or without leucovorin markedly suppressed both colorectal carcinogenesis and tumor growth, resulted in the increase of [ENTITY_B] inhibition and the decrease of thymidine kinase activity in the tumor cells.",1,0
